,thresholds,precision,recall,f1,queue_rate,train_iter
22,0.44,0.5735294117647058,0.5603448275862069,0.5668604651162791,0.24130589070262598,2
23,0.46,0.5797546012269938,0.5431034482758621,0.5608308605341247,0.2313697657913414,2
24,0.48,0.6013071895424836,0.5287356321839081,0.5626911314984709,0.21717530163236337,2
25,0.5,0.6068965517241379,0.5057471264367817,0.5517241379310345,0.20581973030518097,2
26,0.52,0.6273764258555133,0.47413793103448276,0.5400981996726678,0.18665720369056069,2
27,0.54,0.6473029045643154,0.4482758620689655,0.5297113752122241,0.1710432931156849,2
28,0.56,0.668141592920354,0.4339080459770115,0.5261324041811847,0.1603974449964514,2
29,0.58,0.6763285024154589,0.40229885057471265,0.5045045045045045,0.14691270404542228,2
30,0.6,0.6852791878172588,0.3879310344827586,0.4954128440366972,0.13981547196593327,2
31,0.62,0.7055555555555556,0.3649425287356322,0.4810606060606061,0.127750177430802,2
32,0.64,0.7329192546583851,0.3390804597701149,0.46365422396856587,0.11426543647977289,2
33,0.66,0.7333333333333333,0.3160919540229885,0.44176706827309237,0.10645848119233499,2
34,0.68,0.7375886524822695,0.2988505747126437,0.42535787321063395,0.10007097232079488,2
35,0.7000000000000001,0.7647058823529411,0.2614942528735632,0.3897216274089935,0.08445706174591909,2
36,0.72,0.7758620689655172,0.25862068965517243,0.3879310344827587,0.0823278921220724,2
37,0.74,0.7864077669902912,0.23275862068965517,0.3592017738359201,0.07310149041873669,2
38,0.76,0.782608695652174,0.20689655172413793,0.32727272727272727,0.06529453513129879,2
39,0.78,0.7901234567901234,0.1839080459770115,0.29836829836829837,0.057487579843860895,2
40,0.8,0.7846153846153846,0.14655172413793102,0.24697336561743344,0.046132008516678494,2
41,0.8200000000000001,0.8235294117647058,0.1206896551724138,0.21052631578947367,0.0361958836053939,2
42,0.84,0.82,0.11781609195402298,0.20603015075376885,0.035486160397444996,2
43,0.86,0.7906976744186046,0.09770114942528736,0.17391304347826086,0.030518097941802696,2
44,0.88,0.8157894736842105,0.08908045977011494,0.1606217616580311,0.0269694819020582,2
45,0.9,0.8285714285714286,0.08333333333333333,0.15143603133159267,0.0248403122782115,2
46,0.92,0.8666666666666667,0.07471264367816093,0.1375661375661376,0.021291696238467,2
47,0.9400000000000001,0.9285714285714286,0.03735632183908046,0.07182320441988951,0.0099361249112846,2
48,0.96,0.9285714285714286,0.03735632183908046,0.07182320441988951,0.0099361249112846,2
49,0.98,1.0,0.02586206896551724,0.05042016806722689,0.0063875088715401,2
50,1.0,1.0,0.020114942528735632,0.039436619718309855,0.0049680624556423,2
0,0.0,0.2576295244854507,1.0,0.40970654627539504,1.0,3
1,0.02,0.2932575142160845,0.9944903581267218,0.45294855708908405,0.8736692689850958,3
2,0.04,0.31541850220264317,0.9862258953168044,0.4779706275033378,0.8055358410220014,3
3,0.06,0.3333333333333333,0.977961432506887,0.49719887955182074,0.7558552164655784,3
4,0.08,0.35845213849287166,0.9696969696969697,0.5234200743494424,0.6969481902058198,3
5,0.1,0.3769063180827887,0.953168044077135,0.5402029664324746,0.6515259048970902,3
6,0.12,0.3986013986013986,0.9421487603305785,0.5601965601965602,0.6089425124201562,3
7,0.14,0.41469489414694893,0.9173553719008265,0.5711835334476844,0.5699077359829666,3
8,0.16,0.4298941798941799,0.8953168044077136,0.580875781948168,0.5365507452093683,3
9,0.18,0.44305555555555554,0.8787878787878788,0.5891043397968605,0.511000709723208,3
10,0.2,0.4577259475218659,0.8650137741046832,0.5986653956148713,0.4868701206529453,3
11,0.22,0.4677914110429448,0.8402203856749312,0.6009852216748769,0.4627395315826828,3
12,0.24,0.4813614262560778,0.8181818181818182,0.6061224489795919,0.43789921930447123,3
13,0.26,0.4828767123287671,0.7768595041322314,0.5955649419218585,0.41447835344215755,3
14,0.28,0.4972477064220184,0.7465564738292011,0.5969162995594713,0.38679914833215046,3
15,0.3,0.5125725338491296,0.7300275482093664,0.6022727272727273,0.36692689850958127,3
16,0.32,0.5246913580246914,0.7024793388429752,0.6007067137809187,0.34492547906316534,3
17,0.34,0.5428571428571428,0.6804407713498623,0.6039119804400978,0.32292405961674947,3
18,0.36,0.5568445475638051,0.6611570247933884,0.6045340050377833,0.3058907026259759,3
19,0.38,0.5590361445783133,0.6391184573002755,0.596401028277635,0.2945351312987935,3
20,0.4,0.5666666666666667,0.6088154269972452,0.5869853917662683,0.276792051100071,3
21,0.42,0.5686813186813187,0.5702479338842975,0.5694635488308115,0.25833924769339955,3
22,0.44,0.591304347826087,0.5619834710743802,0.576271186440678,0.24485450674237047,3
23,0.46,0.6111111111111112,0.5454545454545454,0.5764192139737991,0.22995031937544358,3
24,0.48,0.6254180602006689,0.5151515151515151,0.5649546827794562,0.21220723917672107,3
25,0.5,0.6376811594202898,0.48484848484848486,0.5508607198748043,0.19588360539389638,3
26,0.52,0.6550387596899225,0.465564738292011,0.5442834138486312,0.18310858765081617,3
27,0.54,0.6666666666666666,0.44077134986225897,0.5306799336650083,0.170333569907736,3
28,0.56,0.6727272727272727,0.40771349862258954,0.5077186963979416,0.15613910574875797,3
29,0.58,0.6862745098039216,0.3856749311294766,0.4938271604938272,0.1447835344215756,3
30,0.6,0.6938775510204082,0.3746556473829201,0.48658318425760283,0.1391057487579844,3
31,0.62,0.6918918918918919,0.3526170798898072,0.46715328467153283,0.1312987934705465,3
32,0.64,0.6918604651162791,0.3278236914600551,0.44485981308411215,0.12207239176721078,3
33,0.66,0.7073170731707317,0.31955922865013775,0.44022770398481975,0.11639460610361958,3
34,0.68,0.7103448275862069,0.2837465564738292,0.405511811023622,0.10290986515259049,3
35,0.7000000000000001,0.7563025210084033,0.24793388429752067,0.37344398340248963,0.08445706174591909,3
36,0.72,0.7563025210084033,0.24793388429752067,0.37344398340248963,0.08445706174591909,3
37,0.74,0.7452830188679245,0.21763085399449036,0.3368869936034115,0.07523066004258339,3
38,0.76,0.7448979591836735,0.20110192837465565,0.31670281995661603,0.0695528743789922,3
39,0.78,0.7586206896551724,0.18181818181818182,0.29333333333333333,0.061745919091554295,3
40,0.8,0.7866666666666666,0.162534435261708,0.2694063926940639,0.053229240596167494,3
41,0.8200000000000001,0.8245614035087719,0.12947658402203857,0.22380952380952382,0.04045422285308729,3
42,0.84,0.8245614035087719,0.12947658402203857,0.22380952380952382,0.04045422285308729,3
43,0.86,0.8545454545454545,0.12947658402203857,0.22488038277511962,0.03903477643718949,3
44,0.88,0.8571428571428571,0.11570247933884298,0.2038834951456311,0.0347764371894961,3
45,0.9,0.868421052631579,0.09090909090909091,0.16458852867830423,0.0269694819020582,3
46,0.92,0.9259259259259259,0.06887052341597796,0.12820512820512822,0.0191625266146203,3
47,0.9400000000000001,0.9333333333333333,0.03856749311294766,0.07407407407407407,0.0106458481192335,3
48,0.96,1.0,0.03856749311294766,0.07427055702917772,0.0099361249112846,3
49,0.98,1.0,0.030303030303030304,0.058823529411764705,0.007806955287437899,3
50,1.0,1.0,0.013774104683195593,0.027173913043478264,0.0035486160397444995,3
0,0.0,0.2654364797728886,1.0,0.41951766685361747,1.0,4
1,0.02,0.311336717428088,0.983957219251337,0.4730077120822623,0.8388928317955997,4
2,0.04,0.33363886342804766,0.9732620320855615,0.4969283276450512,0.7743080198722498,4
3,0.06,0.3526522593320236,0.9598930481283422,0.5158045977011494,0.7224982256919801,4
4,0.08,0.367983367983368,0.946524064171123,0.5299401197604792,0.6827537260468417,4
5,0.1,0.3799126637554585,0.93048128342246,0.5395348837209303,0.6501064584811923,4
6,0.12,0.39380022962112515,0.9171122994652406,0.5510040160642571,0.6181689141234918,4
7,0.14,0.4033816425120773,0.893048128342246,0.5557404326123129,0.5876508161816891,4
8,0.16,0.4165588615782665,0.8609625668449198,0.5614646904969486,0.5486160397444997,4
9,0.18,0.4366391184573003,0.8475935828877005,0.5763636363636364,0.5152590489709014,4
10,0.2,0.4480234260614934,0.8181818181818182,0.5789971617786187,0.48474095102909864,4
11,0.22,0.4563552833078101,0.7967914438502673,0.5803310613437196,0.46344925479063165,4
12,0.24,0.46275752773375595,0.7807486631016043,0.5810945273631841,0.4478353442157559,4
13,0.26,0.472636815920398,0.7620320855614974,0.5834186284544525,0.42796309439318664,4
14,0.28,0.49019607843137253,0.7352941176470589,0.5882352941176471,0.39815471965933286,4
15,0.3,0.4972067039106145,0.713903743315508,0.5861690450054884,0.3811213626685593,4
16,0.32,0.505859375,0.6925133689839572,0.5846501128668172,0.3633782824698368,4
17,0.34,0.5195071868583162,0.6764705882352942,0.5876887340301975,0.3456352022711143,4
18,0.36,0.5268817204301075,0.6550802139037433,0.5840286054827175,0.33002129169623845,4
19,0.38,0.5423340961098398,0.6336898395721925,0.5844636251541306,0.31014904187366926,4
20,0.4,0.5612745098039216,0.6122994652406417,0.5856777493606138,0.2895670688431512,4
21,0.42,0.5818181818181818,0.5989304812834224,0.5902503293807642,0.27324343506032645,4
22,0.44,0.581081081081081,0.5748663101604278,0.5779569892473118,0.262597586941093,4
23,0.46,0.5857142857142857,0.5481283422459893,0.5662983425414364,0.248403122782115,4
24,0.48,0.5975609756097561,0.5240641711229946,0.5584045584045584,0.23278921220723917,4
25,0.5,0.6071428571428571,0.5,0.5483870967741935,0.21859474804826118,4
26,0.52,0.6177474402730375,0.4839572192513369,0.542728635682159,0.20794889992902768,4
27,0.54,0.6309963099630996,0.4572192513368984,0.530232558139535,0.1923349893541519,4
28,0.56,0.64453125,0.4411764705882353,0.5238095238095238,0.1816891412349184,4
29,0.58,0.654320987654321,0.42513368983957217,0.5153970826580228,0.17246273953158267,4
30,0.6,0.6521739130434783,0.40106951871657753,0.49668874172185434,0.16323633782824698,4
31,0.62,0.6465116279069767,0.3716577540106952,0.4719864176570458,0.15259048970901348,4
32,0.64,0.6633663366336634,0.3582887700534759,0.4652777777777778,0.1433640880056778,4
33,0.66,0.6542553191489362,0.32887700534759357,0.4377224199288256,0.1334279630943932,4
34,0.68,0.6647398843930635,0.3074866310160428,0.42047531992687387,0.12278211497515969,4
35,0.7000000000000001,0.6830985915492958,0.25935828877005346,0.37596899224806196,0.10078069552874379,4
36,0.72,0.6830985915492958,0.25935828877005346,0.37596899224806196,0.10078069552874379,4
37,0.74,0.6744186046511628,0.232620320855615,0.3459244532803181,0.09155429382540808,4
38,0.76,0.6666666666666666,0.20855614973262032,0.31771894093686354,0.0830376153300213,4
39,0.78,0.6923076923076923,0.1925133689839572,0.301255230125523,0.07381121362668559,4
40,0.8,0.6979166666666666,0.17914438502673796,0.28510638297872337,0.06813342796309439,4
41,0.8200000000000001,0.7012987012987013,0.1443850267379679,0.23946784922394676,0.054648687012065295,4
42,0.84,0.7105263157894737,0.1443850267379679,0.24,0.0539389638041164,4
43,0.86,0.7352941176470589,0.13368983957219252,0.22624434389140272,0.0482611781405252,4
44,0.88,0.7142857142857143,0.10695187165775401,0.18604651162790697,0.0397444996451384,4
45,0.9,0.7674418604651163,0.08823529411764706,0.15827338129496404,0.030518097941802696,4
46,0.92,0.8157894736842105,0.08288770053475936,0.15048543689320387,0.0269694819020582,4
47,0.9400000000000001,0.9166666666666666,0.058823529411764705,0.11055276381909548,0.017033356990773598,4
48,0.96,0.9166666666666666,0.058823529411764705,0.11055276381909548,0.017033356990773598,4
49,0.98,0.8666666666666667,0.034759358288770054,0.06683804627249357,0.0106458481192335,4
50,1.0,0.7777777777777778,0.01871657754010695,0.03655352480417755,0.0063875088715401,4
0,0.0,0.2739531582682754,1.0,0.43008356545960996,1.0,5
1,0.02,0.30969845150774244,0.9844559585492227,0.4711717296962182,0.8708303761533002,5
2,0.04,0.3327433628318584,0.9740932642487047,0.4960422163588391,0.8019872249822569,5
3,0.06,0.34868421052631576,0.961139896373057,0.5117241379310344,0.7551454932576295,5
4,0.08,0.37059415911379656,0.9533678756476683,0.5337200870195794,0.7047551454932577,5
5,0.1,0.3900862068965517,0.9378238341968912,0.5509893455098934,0.6586231369765791,5
6,0.12,0.40774487471526194,0.927461139896373,0.5664556962025316,0.6231369765791341,5
7,0.14,0.4254278728606357,0.9015544041450777,0.5780730897009966,0.5805535841022001,5
8,0.16,0.44315245478036175,0.8886010362694301,0.5913793103448275,0.5493257629524485,5
9,0.18,0.45170068027210886,0.8601036269430051,0.592328278322926,0.5216465578424414,5
10,0.2,0.46618705035971225,0.8393782383419689,0.599444958371878,0.49325762952448543,5
11,0.22,0.4847094801223242,0.8212435233160622,0.6096153846153846,0.4641589779985806,5
12,0.24,0.5056360708534622,0.8134715025906736,0.6236345580933467,0.44073811213626685,5
13,0.26,0.514480408858603,0.7823834196891192,0.6207605344295991,0.41660752306600424,5
14,0.28,0.5304659498207885,0.7668393782383419,0.6271186440677966,0.3960255500354862,5
15,0.3,0.5332068311195446,0.727979274611399,0.615553121577218,0.37402413058907025,5
16,0.32,0.5374015748031497,0.7072538860103627,0.610738255033557,0.36053938963804116,5
17,0.34,0.5502092050209205,0.6813471502590673,0.6087962962962963,0.33924769339957417,5
18,0.36,0.5589519650655022,0.6632124352331606,0.6066350710900474,0.32505322924059615,5
19,0.38,0.5707656612529002,0.6373056994818653,0.602203182374541,0.3058907026259759,5
20,0.4,0.5841584158415841,0.6113989637305699,0.5974683544303797,0.2867281760113556,5
21,0.42,0.5989445910290238,0.5880829015544041,0.5934640522875817,0.2689850958126331,5
22,0.44,0.6132596685082873,0.5751295336787565,0.5935828877005348,0.25691980127750175,5
23,0.46,0.6283185840707964,0.5518134715025906,0.5875862068965517,0.24059616749467708,5
24,0.48,0.6403785488958991,0.5259067357512953,0.577524893314367,0.22498225691980128,5
25,0.5,0.6488294314381271,0.5025906735751295,0.5664233576642336,0.21220723917672107,5
26,0.52,0.656140350877193,0.4844559585492228,0.5573770491803279,0.20227111426543648,5
27,0.54,0.6567164179104478,0.45595854922279794,0.5382262996941897,0.19020581973030518,5
28,0.56,0.6705882352941176,0.4430051813471503,0.5335413416536662,0.18097941802696949,5
29,0.58,0.6958333333333333,0.4326424870466321,0.5335463258785943,0.170333569907736,5
30,0.6,0.7053571428571429,0.40932642487046633,0.5180327868852459,0.1589779985805536,5
31,0.62,0.7241379310344828,0.38082901554404147,0.499151103565365,0.1440738112136267,5
32,0.64,0.7297297297297297,0.34974093264248707,0.4728546409807356,0.1312987934705465,5
33,0.66,0.7352941176470589,0.3238341968911917,0.44964028776978415,0.12065294535131299,5
34,0.68,0.725609756097561,0.3082901554404145,0.4327272727272728,0.11639460610361958,5
35,0.7000000000000001,0.75,0.27202072538860106,0.39923954372623577,0.099361249112846,5
36,0.72,0.75,0.27202072538860106,0.39923954372623577,0.099361249112846,5
37,0.74,0.7407407407407407,0.25906735751295334,0.38387715930902105,0.09581263307310149,5
38,0.76,0.7398373983739838,0.23575129533678757,0.3575638506876228,0.08729595457771469,5
39,0.78,0.7403846153846154,0.19948186528497408,0.3142857142857143,0.07381121362668559,5
40,0.8,0.7529411764705882,0.16580310880829016,0.27176220806794055,0.060326472675656495,5
41,0.8200000000000001,0.7777777777777778,0.12694300518134716,0.21826280623608021,0.044712562100780694,5
42,0.84,0.7777777777777778,0.12694300518134716,0.21826280623608021,0.044712562100780694,5
43,0.86,0.7636363636363637,0.10880829015544041,0.19047619047619047,0.03903477643718949,5
44,0.88,0.7872340425531915,0.09585492227979274,0.17090069284064663,0.0333569907735983,5
45,0.9,0.8,0.08290155440414508,0.15023474178403756,0.028388928317955996,5
46,0.92,0.7857142857142857,0.05699481865284974,0.10628019323671496,0.0198722498225692,5
47,0.9400000000000001,0.7368421052631579,0.03626943005181347,0.0691358024691358,0.0134847409510291,5
48,0.96,0.7777777777777778,0.03626943005181347,0.0693069306930693,0.0127750177430802,5
49,0.98,0.8571428571428571,0.031088082901554404,0.06000000000000001,0.0099361249112846,5
50,1.0,1.0,0.012953367875647668,0.02557544757033248,0.0035486160397444995,5
0,0.0,0.25195173882185945,1.0,0.4024943310657596,1.0,6
1,0.02,0.2885572139303483,0.9802816901408451,0.4458680333119795,0.8559261887863733,6
2,0.04,0.31267092069279856,0.9661971830985916,0.4724517906336088,0.7785663591199432,6
3,0.06,0.33464955577492594,0.9549295774647887,0.4956140350877193,0.7189496096522356,6
4,0.08,0.3553191489361702,0.9408450704225352,0.5158301158301158,0.6671398154719659,6
5,0.1,0.37400228050171036,0.923943661971831,0.5324675324675325,0.6224272533711852,6
6,0.12,0.3907766990291262,0.9070422535211268,0.546225614927905,0.5848119233498935,6
7,0.14,0.40258064516129033,0.8788732394366198,0.552212389380531,0.5500354861603974,6
8,0.16,0.4163265306122449,0.8619718309859155,0.5614678899082569,0.5216465578424414,6
9,0.18,0.4297872340425532,0.8535211267605634,0.5716981132075472,0.5003548616039745,6
10,0.2,0.4410029498525074,0.8422535211267606,0.5788964181994192,0.48119233498935415,6
11,0.22,0.4567901234567901,0.8338028169014085,0.5902293120638085,0.45990063875088716,6
12,0.24,0.4685430463576159,0.7971830985915493,0.5901981230448383,0.42867281760113557,6
13,0.26,0.4841549295774648,0.7746478873239436,0.5958829902491874,0.40312278211497515,6
14,0.28,0.4906015037593985,0.7352112676056338,0.588500563697858,0.37757274662881474,6
15,0.3,0.49803149606299213,0.7126760563380282,0.5863267670915412,0.36053938963804116,6
16,0.32,0.5051975051975052,0.6845070422535211,0.5813397129186603,0.34137686302342085,6
17,0.34,0.5085836909871244,0.6676056338028169,0.5773447015834349,0.3307310149041874,6
18,0.36,0.5214446952595937,0.6507042253521127,0.5789473684210527,0.3144073811213627,6
19,0.38,0.538647342995169,0.6281690140845071,0.5799739921976592,0.29382540809084456,6
20,0.4,0.5569620253164557,0.6197183098591549,0.5866666666666667,0.2803406671398155,6
21,0.42,0.5725806451612904,0.6,0.5859697386519945,0.2640170333569908,6
22,0.44,0.5925925925925926,0.5859154929577465,0.5892351274787535,0.24911284599006386,6
23,0.46,0.5993975903614458,0.5605633802816902,0.5793304221251819,0.23562810503903478,6
24,0.48,0.6050955414012739,0.5352112676056338,0.5680119581464873,0.22285308729595457,6
25,0.5,0.62,0.523943661971831,0.5679389312977099,0.21291696238466998,6
26,0.52,0.6277372262773723,0.48450704225352115,0.5468998410174881,0.19446415897799857,6
27,0.54,0.6388888888888888,0.4535211267605634,0.5304777594728172,0.17885024840312277,6
28,0.56,0.6359832635983264,0.428169014084507,0.5117845117845118,0.16962384669978708,6
29,0.58,0.6606334841628959,0.4112676056338028,0.5069444444444444,0.15684882895670688,6
30,0.6,0.6682692307692307,0.39154929577464787,0.49378330373001766,0.14762242725337119,6
31,0.62,0.675392670157068,0.36338028169014086,0.47252747252747246,0.13555713271823988,6
32,0.64,0.7034883720930233,0.3408450704225352,0.45920303605313095,0.12207239176721078,6
33,0.66,0.7006369426751592,0.30985915492957744,0.42968749999999994,0.11142654364797729,6
34,0.68,0.7202797202797203,0.29014084507042254,0.4136546184738956,0.10149041873669269,6
35,0.7000000000000001,0.736,0.2591549295774648,0.3833333333333333,0.0887154009936125,6
36,0.72,0.736,0.2591549295774648,0.3833333333333333,0.0887154009936125,6
37,0.74,0.75,0.23661971830985915,0.35974304068522484,0.0794889992902768,6
38,0.76,0.7452830188679245,0.22253521126760564,0.34273318872017355,0.07523066004258339,6
39,0.78,0.7849462365591398,0.2056338028169014,0.3258928571428571,0.0660042583392477,6
40,0.8,0.8068181818181818,0.2,0.32054176072234764,0.06245564229950319,6
41,0.8200000000000001,0.8260869565217391,0.16056338028169015,0.26886792452830194,0.048970901348474094,6
42,0.84,0.8260869565217391,0.16056338028169015,0.26886792452830194,0.048970901348474094,6
43,0.86,0.8135593220338984,0.1352112676056338,0.2318840579710145,0.04187366926898509,6
44,0.88,0.8181818181818182,0.1267605633802817,0.21951219512195122,0.03903477643718949,6
45,0.9,0.8181818181818182,0.10140845070422536,0.1804511278195489,0.031227821149751596,6
46,0.92,0.8484848484848485,0.07887323943661972,0.1443298969072165,0.0234208658623137,6
47,0.9400000000000001,0.9090909090909091,0.056338028169014086,0.10610079575596816,0.015613910574875798,6
48,0.96,0.9090909090909091,0.056338028169014086,0.10610079575596816,0.015613910574875798,6
49,0.98,0.8666666666666667,0.036619718309859155,0.07027027027027027,0.0106458481192335,6
50,1.0,0.8181818181818182,0.02535211267605634,0.049180327868852465,0.007806955287437899,6
0,0.0,0.2753726046841732,1.0,0.4318308291597106,1.0,7
1,0.02,0.32568027210884354,0.9871134020618557,0.48976982097186705,0.8346344925479063,7
2,0.04,0.3534971644612476,0.9639175257731959,0.5172890733056709,0.7508871540099361,7
3,0.06,0.37250996015936255,0.9639175257731959,0.5373563218390804,0.7125621007806955,7
4,0.08,0.386892177589852,0.9432989690721649,0.5487256371814092,0.6713981547196594,7
5,0.1,0.39933259176863184,0.9252577319587629,0.5578865578865578,0.638041163946061,7
6,0.12,0.41294117647058826,0.904639175257732,0.5670436187399032,0.603264726756565,7
7,0.14,0.42732919254658386,0.8865979381443299,0.5766974015088013,0.5713271823988645,7
8,0.16,0.4463576158940397,0.8685567010309279,0.5896762904636921,0.5358410220014195,7
9,0.18,0.45170068027210886,0.8556701030927835,0.591273374888691,0.5216465578424414,7
10,0.2,0.46264367816091956,0.8298969072164949,0.5940959409594097,0.49396735273243436,7
11,0.22,0.473604826546003,0.8092783505154639,0.5975261655566128,0.47054648687012063,7
12,0.24,0.4873015873015873,0.7912371134020618,0.6031434184675835,0.44712562100780695,7
13,0.26,0.5050167224080268,0.7783505154639175,0.6125760649087221,0.42441447835344215,7
